"time","species","w","N"
18,"Sprat",0.0321,3621977129229.38
19,"Sprat",0.0321,4085737069159.64
20,"Sprat",0.0321,4818945145081.89
21,"Sprat",0.0321,5628808800912.7
22,"Sprat",0.0321,6030179725514.27
23,"Sprat",0.0321,5713543962383.76
24,"Sprat",0.0321,4797292107844.17
25,"Sprat",0.0321,3633778297074.16
26,"Sprat",0.0321,2542867560154.21
27,"Sprat",0.0321,1688654951117.03
28,"Sprat",0.0321,1092841699046.72
29,"Sprat",0.0321,704689893625.488
30,"Sprat",0.0321,459357415785.521
31,"Sprat",0.0321,304489867923.945
32,"Sprat",0.0321,205129831586.207
33,"Sprat",0.0321,140122488514.838
34,"Sprat",0.0321,97136067055.7482
35,"Sprat",0.0321,68814382948.6465
36,"Sprat",0.0321,50479833916.363
37,"Sprat",0.0321,39000389470.1475
38,"Sprat",0.0321,32278224232.9299
39,"Sprat",0.0321,28987611446.8167
40,"Sprat",0.0321,28404217136.0912
0,"Sprat",0.0356,7528859786.64787
1,"Sprat",0.0356,7560211894.3528
2,"Sprat",0.0356,7562849743.19582
3,"Sprat",0.0356,7563972276.59382
4,"Sprat",0.0356,7615744807.10293
5,"Sprat",0.0356,8255427576.1641
6,"Sprat",0.0356,12369712979.4544
7,"Sprat",0.0356,30320897980.412
8,"Sprat",0.0356,87341357853.8013
9,"Sprat",0.0356,223019623654.341
10,"Sprat",0.0356,470726591040.501
11,"Sprat",0.0356,828082039094.457
12,"Sprat",0.0356,1251190367127.7
13,"Sprat",0.0356,1681043751596.06
14,"Sprat",0.0356,2073353726306.64
15,"Sprat",0.0356,2408699244217.64
16,"Sprat",0.0356,2687933719782.27
17,"Sprat",0.0356,2930420537474.3
18,"Sprat",0.0356,3190607711955.5
19,"Sprat",0.0356,3582544164389.87
20,"Sprat",0.0356,4211360204319.22
21,"Sprat",0.0356,4940506208292.42
22,"Sprat",0.0356,5351667456819.62
23,"Sprat",0.0356,5136940234732.01
24,"Sprat",0.0356,4365191878753.44
25,"Sprat",0.0356,3339336363755.96
26,"Sprat",0.0356,2353801695863.92
27,"Sprat",0.0356,1569894577171.44
28,"Sprat",0.0356,1017631610939.57
29,"Sprat",0.0356,655896731649.393
30,"Sprat",0.0356,426864527915.616
31,"Sprat",0.0356,282419295398.356
32,"Sprat",0.0356,189948815086.766
33,"Sprat",0.0356,129565444961.398
34,"Sprat",0.0356,89660604510.8698
35,"Sprat",0.0356,63343799829.0058
36,"Sprat",0.0356,46265777419.7425
37,"Sprat",0.0356,35525260638.5052
38,"Sprat",0.0356,29174446594.5424
39,"Sprat",0.0356,25971504367.2086
40,"Sprat",0.0356,25222801162.6677
0,"Sprat",0.0396,6689975009.78949
1,"Sprat",0.0396,6725987204.72879
2,"Sprat",0.0396,6729196970.80184
3,"Sprat",0.0396,6729947595.67465
4,"Sprat",0.0396,6764774936.68414
5,"Sprat",0.0396,7230652894.80709
6,"Sprat",0.0396,10353951324.2614
7,"Sprat",0.0396,24403383087.8698
8,"Sprat",0.0396,70279670731.1976
9,"Sprat",0.0396,182330470022.977
10,"Sprat",0.0396,391951179964.178
11,"Sprat",0.0396,701015996228.502
12,"Sprat",0.0396,1073640499895.15
13,"Sprat",0.0396,1457455975272.4
14,"Sprat",0.0396,1811039175887.85
15,"Sprat",0.0396,2114902295359.85
16,"Sprat",0.0396,2368165396102.72
17,"Sprat",0.0396,2586084652875.64
18,"Sprat",0.0396,2812811584635.49
19,"Sprat",0.0396,3144472609279.39
20,"Sprat",0.0396,3682328906278.85
21,"Sprat",0.0396,4334989018633.16
22,"Sprat",0.0396,4746006136813.39
23,"Sprat",0.0396,4615369653649.89
24,"Sprat",0.0396,3970315738103.85
25,"Sprat",0.0396,3068447388202.95
26,"Sprat",0.0396,2179353476780.46
27,"Sprat",0.0396,1460363786316.5
28,"Sprat",0.0396,948431529420.24
29,"Sprat",0.0396,611126338121.448
30,"Sprat",0.0396,397113563590.037
31,"Sprat",0.0396,262235385109.454
32,"Sprat",0.0396,176074752291.744
33,"Sprat",0.0396,119926182822.627
34,"Sprat",0.0396,82848761863.7582
35,"Sprat",0.0396,58376882472.3635
36,"Sprat",0.0396,42459851458.8263
37,"Sprat",0.0396,32407329106.5154
38,"Sprat",0.0396,26410089512.2068
39,"Sprat",0.0396,23305277265.2973
40,"Sprat",0.0396,22430278531.824
0,"Sprat",0.044,5945445055.8706
1,"Sprat",0.044,5986575007.17139
2,"Sprat",0.044,5990464929.50056
3,"Sprat",0.044,5991026887.90759
4,"Sprat",0.044,6014209196.60419
5,"Sprat",0.044,6351544356.18967
6,"Sprat",0.044,8713727559.90866
7,"Sprat",0.044,19675460686.9849
8,"Sprat",0.044,56482479588.8045
9,"Sprat",0.044,148786307710.471
10,"Sprat",0.044,325785367604.392
11,"Sprat",0.044,592608284706.904
12,"Sprat",0.044,920355695985.572
13,"Sprat",0.044,1262818563945.23
14,"Sprat",0.044,1581435437886.32
15,"Sprat",0.044,1856842935148.61
16,"Sprat",0.044,2086743959456.51
17,"Sprat",0.044,2283045668152.39
18,"Sprat",0.044,2481471668474.5
19,"Sprat",0.044,2762596914319.37
20,"Sprat",0.044,3221527316991.76
21,"Sprat",0.044,3802505575345.49
22,"Sprat",0.044,4205582352582.96
23,"Sprat",0.044,4143593640577.65
24,"Sprat",0.044,3609325926870.9
25,"Sprat",0.044,2819043557781.71
26,"Sprat",0.044,2018223255227.27
27,"Sprat",0.044,1359221615296.05
28,"Sprat",0.044,884682997781.997
29,"Sprat",0.044,570000532581.833
30,"Sprat",0.044,369845316139.011
31,"Sprat",0.044,243759278369.959
32,"Sprat",0.044,163382991689.057
33,"Sprat",0.044,111115752524.157
34,"Sprat",0.044,76634302657.3327
35,"Sprat",0.044,53861253306.9842
36,"Sprat",0.044,39017516710.0117
37,"Sprat",0.044,29605578639.4966
38,"Sprat",0.044,23944187742.4027
39,"Sprat",0.044,20944727608.6014
40,"Sprat",0.044,19975535804.0212
0,"Sprat",0.0488,5283881040.5239
1,"Sprat",0.0488,5330583143.40676
2,"Sprat",0.0488,5335277387.4119
3,"Sprat",0.0488,5335767611.51043
4,"Sprat",0.0488,5351027637.4768
5,"Sprat",0.0488,5593747059.07851
6,"Sprat",0.0488,7373128350.82365
7,"Sprat",0.0488,15897598693.9
8,"Sprat",0.0488,45340688287.0453
9,"Sprat",0.0488,121173324171.115
10,"Sprat",0.0488,270275332750.227
11,"Sprat",0.0488,500185617574.451
12,"Sprat",0.0488,788055201215.445
13,"Sprat",0.0488,1093364359973.29
14,"Sprat",0.0488,1380386582850.1
15,"Sprat",0.0488,1630045582079.92
16,"Sprat",0.0488,1838891976939.55
17,"Sprat",0.0488,2016095964196.1
18,"Sprat",0.0488,2190495425521.99
19,"Sprat",0.0488,2429280853395.44
20,"Sprat",0.0488,2820002430450.48
21,"Sprat",0.0488,3334451961269.7
22,"Sprat",0.0488,3723605973420.78
23,"Sprat",0.0488,3716914734096.74
24,"Sprat",0.0488,3279221542416.15
25,"Sprat",0.0488,2589265780505.16
26,"Sprat",0.0488,1869243980964.08
27,"Sprat",0.0488,1265713786850.28
28,"Sprat",0.0488,825885774986.53
29,"Sprat",0.0488,532180988785.723
30,"Sprat",0.0488,344828091891.455
31,"Sprat",0.0488,226831207796.648
32,"Sprat",0.0488,151762326418.447
33,"Sprat",0.0488,103054991413.735
34,"Sprat",0.0488,70958495633.4967
35,"Sprat",0.0488,49750688698.0429
36,"Sprat",0.0488,35899682028.2778
37,"Sprat",0.0488,27084222441.7302
38,"Sprat",0.0488,21741209957.4046
39,"Sprat",0.0488,18851727664.1956
40,"Sprat",0.0488,17814697557.5803
0,"Sprat",0.0542,4695361759.48094
1,"Sprat",0.0542,4748075161.82799
2,"Sprat",0.0542,4753714991.69471
3,"Sprat",0.0542,4754211277.09753
4,"Sprat",0.0542,4764140764.1115
5,"Sprat",0.0542,4937585410.47397
6,"Sprat",0.0542,6272172408.54971
7,"Sprat",0.0542,12878101204.8137
8,"Sprat",0.0542,36356627188.9445
9,"Sprat",0.0542,98479978626.8599
10,"Sprat",0.0542,223766900059.426
11,"Sprat",0.0542,421460035220.717
12,"Sprat",0.0542,673912890991.57
13,"Sprat",0.0542,945836270043.855
14,"Sprat",0.0542,1204291473246.82
15,"Sprat",0.0542,1430627318288.85
16,"Sprat",0.0542,1620465585403.41
17,"Sprat",0.0542,1780734484166.67
18,"Sprat",0.0542,1934654920865.28
19,"Sprat",0.0542,2137982612025.87
20,"Sprat",0.0542,2469986134598.7
21,"Sprat",0.0542,2923229356570.84
22,"Sprat",0.0542,3294011106168.13
23,"Sprat",0.0542,3331113552091.85
24,"Sprat",0.0542,2977300124620.73
25,"Sprat",0.0542,2377439824125.16
26,"Sprat",0.0542,1731365861290.49
27,"Sprat",0.0542,1179162513240.1
28,"Sprat",0.0542,771590886966.882
29,"Sprat",0.0542,497364448426.527
30,"Sprat",0.0542,321854403479.161
31,"Sprat",0.0542,211308195521.682
32,"Sprat",0.0542,141113355156.211
33,"Sprat",0.0542,95673306379.4763
34,"Sprat",0.0542,65769155332.7001
35,"Sprat",0.0542,46004306455.5245
36,"Sprat",0.0542,33071959821.16
37,"Sprat",0.0542,24811963732.7702
38,"Sprat",0.0542,19770266085.5901
39,"Sprat",0.0542,16993314016.5013
40,"Sprat",0.0542,15910016949.2858
0,"Sprat",0.0603,4171233436.79047
1,"Sprat",0.0603,4230368099.54272
2,"Sprat",0.0603,4237112705.61913
3,"Sprat",0.0603,4237671181.11923
4,"Sprat",0.0603,4244057071.18892
5,"Sprat",0.0603,4367078098.69952
6,"Sprat",0.0603,5363414329.63642
7,"Sprat",0.0603,10463605614.1344
8,"Sprat",0.0603,29123789562.2352
9,"Sprat",0.0603,79863187920.5918
10,"Sprat",0.0603,184858638157.959
11,"Sprat",0.0603,354471057651.337
12,"Sprat",0.0603,575490616545.456
13,"Sprat",0.0603,817413565591.777
14,"Sprat",0.0603,1050024372997.02
15,"Sprat",0.0603,1255213445995.99
16,"Sprat",0.0603,1427863549667.43
17,"Sprat",0.0603,1573062123637.21
18,"Sprat",0.0603,1709453797119.22
19,"Sprat",0.0603,1883090755381.29
20,"Sprat",0.0603,2164735885904.38
21,"Sprat",0.0603,2562121243322.26
22,"Sprat",0.0603,2911370415933.38
23,"Sprat",0.0603,2982393903513.7
24,"Sprat",0.0603,2701124218070.19
25,"Sprat",0.0603,2182055599363.49
26,"Sprat",0.0603,1603643071233.75
27,"Sprat",0.0603,1098957675880.67
28,"Sprat",0.0603,721394618755.507
29,"Sprat",0.0603,465278583955.426
30,"Sprat",0.0603,300738113489.577
31,"Sprat",0.0603,197062067562.732
32,"Sprat",0.0603,131347071239.994
33,"Sprat",0.0603,88907629223.5822
34,"Sprat",0.0603,61019822062.3936
35,"Sprat",0.0603,42585874485.5126
36,"Sprat",0.0603,30504035427.2829
37,"Sprat",0.0603,22761372436.5305
38,"Sprat",0.0603,18004442031.7748
39,"Sprat",0.0603,15340926354.7338
40,"Sprat",0.0603,14228951179.293
0,"Sprat",0.0669,3703940137.17452
1,"Sprat",0.0669,3769861105.15235
2,"Sprat",0.0669,3777887960.68584
3,"Sprat",0.0669,3778554286.26387
4,"Sprat",0.0669,3782615832.44811
5,"Sprat",0.0669,3869171940.81813
6,"Sprat",0.0669,4609280483.82991
7,"Sprat",0.0669,8531478932.48987
8,"Sprat",0.0669,23310304935.4976
9,"Sprat",0.0669,64620338239.7009
10,"Sprat",0.0669,152362677507.348
11,"Sprat",0.0669,297537112796.674
12,"Sprat",0.0669,490682069168.009
13,"Sprat",0.0669,705649686494.355
14,"Sprat",0.0669,914867866368.141
15,"Sprat",0.0669,1100866126484.65
16,"Sprat",0.0669,1257950588971.19
17,"Sprat",0.0669,1389694102404.14
18,"Sprat",0.0669,1511016310622.13
19,"Sprat",0.0669,1659785857219.56
20,"Sprat",0.0669,1898397867822.66
21,"Sprat",0.0669,2245187362962.59
22,"Sprat",0.0669,2570820842169.93
23,"Sprat",0.0669,2667334848031.08
24,"Sprat",0.0669,2448492161608.54
25,"Sprat",0.0669,2001749113158.99
26,"Sprat",0.0669,1485222202527.66
27,"Sprat",0.0669,1024549170007.78
28,"Sprat",0.0669,674933301544.835
29,"Sprat",0.0669,435678409031.976
30,"Sprat",0.0669,281311957771.06
31,"Sprat",0.0669,183977734455.697
32,"Sprat",0.0669,122383643639.148
33,"Sprat",0.0669,82701516818.3839
34,"Sprat",0.0669,56669058250.8393
35,"Sprat",0.0669,39463220221.207
36,"Sprat",0.0669,28169130969.7132
37,"Sprat",0.0669,20908357730.3944
38,"Sprat",0.0669,16420239193.9962
39,"Sprat",0.0669,13869768692.4015
40,"Sprat",0.0669,12743388233.777
0,"Sprat",0.0744,3286879625.55642
1,"Sprat",0.0744,3359889827.24777
2,"Sprat",0.0744,3369394418.35428
3,"Sprat",0.0744,3370211007.57417
4,"Sprat",0.0744,3372771017.81321
5,"Sprat",0.0744,3433144204.4185
6,"Sprat",0.0744,3979976482.1903
7,"Sprat",0.0744,6983725485.03803
8,"Sprat",0.0744,18645435674.5898
9,"Sprat",0.0744,52166064380.9525
10,"Sprat",0.0744,125271887967.973
11,"Sprat",0.0744,249214636859.224
12,"Sprat",0.0744,417665366032.364
13,"Sprat",0.0744,608419597969.234
14,"Sprat",0.0744,796456007272.682
15,"Sprat",0.0744,965023887866.599
16,"Sprat",0.0744,1107992518689.16
17,"Sprat",0.0744,1227686305119.69
18,"Sprat",0.0744,1335994512402.83
19,"Sprat",0.0744,1463923559815.84
20,"Sprat",0.0744,1665889152748.09
21,"Sprat",0.0744,1967171855430.4
22,"Sprat",0.0744,2267999067474.64
23,"Sprat",0.0744,2382848706965.28
24,"Sprat",0.0744,2217412482690.69
25,"Sprat",0.0744,1835286698959.14
26,"Sprat",0.0744,1375332194823.97
27,"Sprat",0.0744,955440241072.315
28,"Sprat",0.0744,631878775052.879
29,"Sprat",0.0744,408343153407.49
30,"Sprat",0.0744,263425390471.727
31,"Sprat",0.0744,171951697367.346
32,"Sprat",0.0744,114151360115.898
33,"Sprat",0.0744,77004373321.8736
34,"Sprat",0.0744,52679842566.5999
35,"Sprat",0.0744,36607724375.0815
36,"Sprat",0.0744,26043547933.7277
37,"Sprat",0.0744,19231720154.2574
38,"Sprat",0.0744,14997100635.8537
39,"Sprat",0.0744,12558271498.9436
40,"Sprat",0.0744,11428997982.7924
0,"Sprat",0.0826,2914280364.17521
1,"Sprat",0.0826,2994602416.66381
2,"Sprat",0.0826,3005797168.1898
3,"Sprat",0.0826,3006807941.60953
4,"Sprat",0.0826,3008415511.4908
5,"Sprat",0.0826,3050134962.53776
6,"Sprat",0.0826,3451841883.08705
7,"Sprat",0.0826,5742100295.04628
8,"Sprat",0.0826,14908526462.8513
9,"Sprat",0.0826,42012943293.5265
10,"Sprat",0.0826,102732313607.87
11,"Sprat",0.0826,208263542184.563
12,"Sprat",0.0826,354862893855.97
13,"Sprat",0.0826,523875110020.115
14,"Sprat",0.0826,692726002279.387
15,"Sprat",0.0826,845450196365.298
16,"Sprat",0.0826,975601214842.219
17,"Sprat",0.0826,1084473158011.91
18,"Sprat",0.0826,1181490398794.19
19,"Sprat",0.0826,1291935582157.38
20,"Sprat",0.0826,1462795988365.94
21,"Sprat",0.0826,1723423434800.5
22,"Sprat",0.0826,1998985361223.01
23,"Sprat",0.0826,2126144195688.63
24,"Sprat",0.0826,2006081375793.72
25,"Sprat",0.0826,1681551195809.66
26,"Sprat",0.0826,1273275536028.16
27,"Sprat",0.0826,891181669475.493
28,"Sprat",0.0826,591934426321.445
29,"Sprat",0.0826,383073533419.11
30,"Sprat",0.0826,246942702903.019
31,"Sprat",0.0826,160890746017.253
32,"Sprat",0.0826,106585708167.096
33,"Sprat",0.0826,71770775808.5895
34,"Sprat",0.0826,49019046572.8816
35,"Sprat",0.0826,33993885588.2406
36,"Sprat",0.0826,24106275658.8785
37,"Sprat",0.0826,17712770057.7804
38,"Sprat",0.0826,13717009235.7329
39,"Sprat",0.0826,11387637368.8322
40,"Sprat",0.0826,10264685936.9156
0,"Sprat",0.0917,2581096067.94738
1,"Sprat",0.0917,2668853728.36008
2,"Sprat",0.0917,2681965937.20201
3,"Sprat",0.0917,2683219569.94896
4,"Sprat",0.0917,2684237280.92066
5,"Sprat",0.0917,2712780070.68028
6,"Sprat",0.0917,3006055489.99765
7,"Sprat",0.0917,4744186365.25494
8,"Sprat",0.0917,11919949248.5327
9,"Sprat",0.0917,33755411240.9486
10,"Sprat",0.0917,84019967511.3309
11,"Sprat",0.0917,173617987286.598
12,"Sprat",0.0917,300907212667.264
13,"Sprat",0.0917,450406856471.858
14,"Sprat",0.0917,601877036739.087
15,"Sprat",0.0917,740189612519.796
16,"Sprat",0.0917,858687775620.383
17,"Sprat",0.0917,957815068735.887
18,"Sprat",0.0917,1044990448604.9
19,"Sprat",0.0917,1140745797654.96
20,"Sprat",0.0917,1285285817167.17
21,"Sprat",0.0917,1509825805815.5
22,"Sprat",0.0917,1760254635298.24
23,"Sprat",0.0917,1894693984273.15
24,"Sprat",0.0917,1812862827303.96
25,"Sprat",0.0917,1539529800165.3
26,"Sprat",0.0917,1178420553555.1
27,"Sprat",0.0917,831366684288.445
28,"Sprat",0.0917,554831722735.653
29,"Sprat",0.0917,359689360774.963
30,"Sprat",0.0917,231741376294.307
31,"Sprat",0.0917,150710820385.87
32,"Sprat",0.0917,99628573490.5331
33,"Sprat",0.0917,66959887896.4912
34,"Sprat",0.0917,45656981361.9652
35,"Sprat",0.0917,31598944947.8153
36,"Sprat",0.0917,22338655254.832
37,"Sprat",0.0917,16335001591.8261
38,"Sprat",0.0917,12564145863.2236
39,"Sprat",0.0917,10341456118.6096
40,"Sprat",0.0917,9232132079.96861
0,"Sprat",0.102,2282914833.17093
1,"Sprat",0.102,2378114899.63572
2,"Sprat",0.102,2393383488.76377
3,"Sprat",0.102,2394935744.4452
4,"Sprat",0.102,2395601016.53207
5,"Sprat",0.102,2414922200.96803
6,"Sprat",0.102,2627615910.7498
7,"Sprat",0.102,3940244011.45733
8,"Sprat",0.102,9533675461.86134
9,"Sprat",0.102,27056343444.9364
10,"Sprat",0.102,68521253561.8234
11,"Sprat",0.102,144361575532.616
12,"Sprat",0.102,254612035668.001
13,"Sprat",0.102,386611862019.663
14,"Sprat",0.102,522335099710.467
15,"Sprat",0.102,647530316261.363
16,"Sprat",0.102,755422547578.859
17,"Sprat",0.102,845753822558.378
18,"Sprat",0.102,924310438261.44
19,"Sprat",0.102,1007698993162.73
20,"Sprat",0.102,1130031035199.89
21,"Sprat",0.102,1322736814338.94
22,"Sprat",0.102,1548633724745.62
23,"Sprat",0.102,1686206105632.94
24,"Sprat",0.102,1636271017908.31
25,"Sprat",0.102,1408303356737.74
26,"Sprat",0.102,1090194646577.67
27,"Sprat",0.102,775626506105.594
28,"Sprat",0.102,520327170596.391
29,"Sprat",0.102,338027441635.902
30,"Sprat",0.102,217710634942.314
31,"Sprat",0.102,141336012729.788
32,"Sprat",0.102,93227539055.3752
33,"Sprat",0.102,62534948534.9003
34,"Sprat",0.102,42567003755.779
35,"Sprat",0.102,29402561255.9273
36,"Sprat",0.102,20724090300.4991
37,"Sprat",0.102,15083813383.7549
38,"Sprat",0.102,11524597803.7236
39,"Sprat",0.102,9405377796.00238
40,"Sprat",0.102,8315400458.9967
0,"Sprat",0.113,2015880345.67401
1,"Sprat",0.113,2118395954.78124
2,"Sprat",0.113,2136066879.22205
3,"Sprat",0.113,2137982370.32206
4,"Sprat",0.113,2138450182.74373
5,"Sprat",0.113,2151382577.5983
6,"Sprat",0.113,2304538513.42522
7,"Sprat",0.113,3290679586.06103
8,"Sprat",0.113,7631178149.14812
9,"Sprat",0.113,21635838690.3655
10,"Sprat",0.113,55716414180.2879
11,"Sprat",0.113,119706263641.038
12,"Sprat",0.113,214947473670.728
13,"Sprat",0.113,331265812648.713
14,"Sprat",0.113,452722862440.028
15,"Sprat",0.113,565971996816.457
16,"Sprat",0.113,664200920148.365
17,"Sprat",0.113,746574621017.216
18,"Sprat",0.113,817548808145.738
19,"Sprat",0.113,890500321310.957
20,"Sprat",0.113,994142820805.909
21,"Sprat",0.113,1158935064472.37
22,"Sprat",0.113,1361264050079.8
23,"Sprat",0.113,1498598723270.28
24,"Sprat",0.113,1474954690688.63
25,"Sprat",0.113,1287036889374.74
26,"Sprat",0.113,1008078332384.23
27,"Sprat",0.113,723626435138.647
28,"Sprat",0.113,488199641697.189
29,"Sprat",0.113,317939725640.542
30,"Sprat",0.113,204750171508.172
31,"Sprat",0.113,132697690118.085
32,"Sprat",0.113,87335270562.1395
33,"Sprat",0.113,58462825211.4632
34,"Sprat",0.113,39725173388.5879
35,"Sprat",0.113,27386529475.7615
36,"Sprat",0.113,19247797174.2975
37,"Sprat",0.113,13946268588.7905
38,"Sprat",0.113,10586109391.6606
39,"Sprat",0.113,8566834159.9154
40,"Sprat",0.113,7500607819.40595
0,"Sprat",0.126,1776623087.41128
1,"Sprat",0.126,1886179465.329
2,"Sprat",0.126,1906499639.47575
3,"Sprat",0.126,1908853182.87874
4,"Sprat",0.126,1909225506.81948
5,"Sprat",0.126,1917780034.22754
6,"Sprat",0.126,2027222676.6291
7,"Sprat",0.126,2764011786.55838
8,"Sprat",0.126,6116423136.88097
9,"Sprat",0.126,17261834600.3856
10,"Sprat",0.126,45165509560.0495
11,"Sprat",0.126,98974386329.3314
12,"Sprat",0.126,181018872395.656
13,"Sprat",0.126,283299296447.328
14,"Sprat",0.126,391833826759.649
15,"Sprat",0.126,494198275343.287
16,"Sprat",0.126,583613982742.407
17,"Sprat",0.126,658773684587.814
18,"Sprat",0.126,723047161740.582
19,"Sprat",0.126,787163786094.897
20,"Sprat",0.126,875113630247.271
21,"Sprat",0.126,1015572935233.96
22,"Sprat",0.126,1195568936480.21
23,"Sprat",0.126,1329977847484.81
24,"Sprat",0.126,1327683221235.3
25,"Sprat",0.126,1174971201506.91
26,"Sprat",0.126,931599998802.777
27,"Sprat",0.126,675062413782.382
28,"Sprat",0.126,458248019563.236
29,"Sprat",0.126,299291670839.722
30,"Sprat",0.126,192769020529.814
31,"Sprat",0.126,124733720727.273
32,"Sprat",0.126,81908976289.636
33,"Sprat",0.126,54713622544.5422
34,"Sprat",0.126,37109953396.7301
35,"Sprat",0.126,25534536032.7637
36,"Sprat",0.126,17896589069.0455
37,"Sprat",0.126,12910888264.3174
38,"Sprat",0.126,9737868215.25986
39,"Sprat",0.126,7814800859.38857
40,"Sprat",0.126,6775641666.85715
0,"Sprat",0.14,1562199814.81737
1,"Sprat",0.14,1678363598.18906
2,"Sprat",0.14,1701573275.33971
3,"Sprat",0.14,1704450893.6913
4,"Sprat",0.14,1704796768.68494
5,"Sprat",0.14,1710387057.75114
6,"Sprat",0.14,1787953155.45381
7,"Sprat",0.14,2335238129.17315
8,"Sprat",0.14,4911753512.50275
9,"Sprat",0.14,13742246403.1363
10,"Sprat",0.14,36496520302.7715
11,"Sprat",0.14,81583305206.0072
12,"Sprat",0.14,152048684689.47
13,"Sprat",0.14,241777405390.524
14,"Sprat",0.14,338610091508.13
15,"Sprat",0.14,431052968275.633
16,"Sprat",0.14,512423293438.322
17,"Sprat",0.14,581030530831.274
18,"Sprat",0.14,639356729157.231
19,"Sprat",0.14,695968371499.416
20,"Sprat",0.14,770767175956.052
21,"Sprat",0.14,890135097596.326
22,"Sprat",0.14,1049224963297.47
23,"Sprat",0.14,1178617652222.42
24,"Sprat",0.14,1193334166998.99
25,"Sprat",0.14,1071415399341.83
26,"Sprat",0.14,860331270077.496
27,"Sprat",0.14,629658003711.826
28,"Sprat",0.14,430289124685.01
29,"Sprat",0.14,281960795776.507
30,"Sprat",0.14,181684559788.352
31,"Sprat",0.14,117387789621.551
32,"Sprat",0.14,76909931144.9331
33,"Sprat",0.14,51260338630.789
34,"Sprat",0.14,34701948595.1902
35,"Sprat",0.14,23831945672.4286
36,"Sprat",0.14,16658688727.2381
37,"Sprat",0.14,11967473033.4459
38,"Sprat",0.14,8970321392.58491
39,"Sprat",0.14,7139593889.59557
40,"Sprat",0.14,6129919827.49661
0,"Sprat",0.155,1370039892.49897
1,"Sprat",0.155,1492213126.17274
2,"Sprat",0.155,1518536748.23672
3,"Sprat",0.155,1522036285.43935
4,"Sprat",0.155,1522405403.74835
5,"Sprat",0.155,1526014818.1875
6,"Sprat",0.155,1580507123.48592
7,"Sprat",0.155,1984523502.0393
8,"Sprat",0.155,3954507977.35486
9,"Sprat",0.155,10918376325.2581
10,"Sprat",0.155,29395235619.1317
11,"Sprat",0.155,67032273043.569
12,"Sprat",0.155,127360912688.498
13,"Sprat",0.155,205882189709.746
14,"Sprat",0.155,292123192903.51
15,"Sprat",0.155,375519613905.847
16,"Sprat",0.155,449539134264.25
17,"Sprat",0.155,512184193386.562
18,"Sprat",0.155,565209829904.623
19,"Sprat",0.155,615420645850.38
20,"Sprat",0.155,679214883575.59
21,"Sprat",0.155,780401774047.756
22,"Sprat",0.155,920136799287.393
23,"Sprat",0.155,1042943096724.88
24,"Sprat",0.155,1070882108215.24
25,"Sprat",0.155,975740210729.789
26,"Sprat",0.155,793882906208.342
27,"Sprat",0.155,587161726512.046
28,"Sprat",0.155,404155884513.919
29,"Sprat",0.155,265835394378.88
30,"Sprat",0.155,171421622140.666
31,"Sprat",0.155,110608791802.63
32,"Sprat",0.155,72303056233.8274
33,"Sprat",0.155,48078562676.1006
34,"Sprat",0.155,32483675972.3869
35,"Sprat",0.155,22265615416.7544
36,"Sprat",0.155,15523565736.564
37,"Sprat",0.155,11106948836.4277
38,"Sprat",0.155,8275017344.28221
39,"Sprat",0.155,6532694999.70756
40,"Sprat",0.155,5554184948.31988
0,"Sprat",0.172,1197897342.27842
1,"Sprat",0.172,1325317169.35606
2,"Sprat",0.172,1354952817.25505
3,"Sprat",0.172,1359184078.25464
4,"Sprat",0.172,1359615937.74134
5,"Sprat",0.172,1361920979.10797
6,"Sprat",0.172,1399844503.12542
7,"Sprat",0.172,1696148088.41092
8,"Sprat",0.172,3194242844.96466
9,"Sprat",0.172,8659384855.15382
10,"Sprat",0.172,23596646620.2707
11,"Sprat",0.172,54891172599.8471
12,"Sprat",0.172,106367731186.296
13,"Sprat",0.172,174897539393.168
14,"Sprat",0.172,251557563366.15
15,"Sprat",0.172,326703778800.001
16,"Sprat",0.172,394001731257.954
17,"Sprat",0.172,451212772329.92
18,"Sprat",0.172,499495535606.206
19,"Sprat",0.172,544222859428.712
20,"Sprat",0.172,598817973175.958
21,"Sprat",0.172,684416102168.273
22,"Sprat",0.172,806415048161.8
23,"Sprat",0.172,921514598469.227
24,"Sprat",0.172,959388623151.151
25,"Sprat",0.172,887371989295.657
26,"Sprat",0.172,731901166071.238
27,"Sprat",0.172,547344724211.183
28,"Sprat",0.172,379695719407.56
29,"Sprat",0.172,250813393090.008
30,"Sprat",0.172,161911702921.429
31,"Sprat",0.172,104350292018.916
32,"Sprat",0.172,68056546512.1372
33,"Sprat",0.172,45146208398.1947
34,"Sprat",0.172,30439363122.2788
35,"Sprat",0.172,20823731854.9933
36,"Sprat",0.172,14481794886.5683
37,"Sprat",0.172,10321233250.7292
38,"Sprat",0.172,7644469245.39261
39,"Sprat",0.172,5986601622.14284
40,"Sprat",0.172,5040328494.97448
0,"Sprat",0.191,1043807716.49194
1,"Sprat",0.191,1175552592.40253
2,"Sprat",0.191,1208660302.99695
3,"Sprat",0.191,1213744588.14136
4,"Sprat",0.191,1214274671.0968
5,"Sprat",0.191,1215735464.23501
6,"Sprat",0.191,1241863941.13785
7,"Sprat",0.191,1457664213.75152
8,"Sprat",0.191,2590451070.95164
9,"Sprat",0.191,6857651055.81262
10,"Sprat",0.191,18877611216.2184
